review_id,restaurant_id,date,rating,review_text,monthly_sales,complaints_count,avg_rating,staff_turnover,risk_label,month,weekday,sentiment,review_length
39,7,2025-01-12,4,street direction history often news performance argue over political should opportunity million.,1.2992701134379556,-0.6184486499253152,1.0777486429344363,-0.23278839826537884,0,1,6,-0.4286414717350372,-0.3439745007686919
40,128,2025-06-20,4,detail occur religious majority measure different voice source hour ever break.,-0.7214253316587298,0.18654971967433173,-0.9403109819081173,0.8184909524002904,1,6,4,-0.4286414717350372,-0.5463854139456765
41,4,2025-08-08,2,reach he value keep dream opportunity recently.,-1.669000661853645,1.2110930991647915,-0.40924265958112926,0.2928512770674558,0,8,4,-0.4286414717350372,-1.3560290666536152
42,115,2024-11-24,1,term also mrs any size character moment for travel less right final camera sound large affect range show.,-1.5627190420579875,-0.39890364003450246,0.9317048542945142,0.2928512770674558,0,11,6,0.31763313008346034,0.8704909782932162
43,111,2025-02-26,4,shoulder power of record effort phone clearly fish lay word accept military without resource cultural class else reflect.,1.3812108793573905,1.2110930991647915,1.4362197605051523,0.6432777272893455,0,2,2,-0.2590336076853787,0.8704909782932162
44,72,2025-08-12,1,last pull also join discuss perform be career pass spring evening ten.,1.13991120371805,-0.2525403001072939,-1.4315491800605804,-1.6344941991529378,0,8,1,-0.4286414717350372,-0.3439745007686919
45,21,2025-02-07,2,visit throw story film manage democrat feeling think many work throw successful professor tax section project.,0.23755232240914864,-0.7648119898525239,0.6130638608983213,1.344130627733125,0,2,4,2.75150597919606,0.46566915193924685
46,161,2024-09-28,4,act fish quality worry stuff parent two high toward sound make safe without.,-0.4924700299620765,-1.2039020096341495,-0.9801411060826412,-1.1088545238201033,0,9,5,1.3692018871913434,-0.1415635875917072
47,29,2025-08-16,1,adult respond bar herself the beautiful painting at.,1.5209489578533197,0.040186379747123184,-1.073078062489864,-0.5832148484872686,0,8,5,1.9882705909725966,-1.1536181534766305
48,180,2025-06-11,1,poor century rock season assume us car central cell ok rule task low like stock again hotel thus how lose different operation enjoy.,1.0251628600592324,0.40609472956514453,0.6661706931310202,-1.6344941991529378,0,6,2,-0.004621811610890901,1.8825455441781396
49,168,2025-03-02,1,huge many partner notice it call decision pretty white develop apply.,1.050115460142558,1.2842747691283958,0.5068501964329237,0.4680645021784006,0,3,6,1.0342263556932676,-0.5463854139456765
50,145,2024-11-28,1,capital professor science lose east rock.,1.023716559122312,0.47927639952874884,0.5732337367237981,1.344130627733125,0,11,3,-0.4286414717350372,-1.5584399798306
51,20,2024-09-05,5,technology american risk bank science week face north talk miss to movement act.,-0.6383490240577401,1.7965464588736257,-0.9270342738499424,-0.7584280735982134,1,9,3,-0.4286414717350372,-0.1415635875917072
52,28,2024-10-25,2,town face government rich seem prepare movement career science yeah billion up speech.,-0.2911175770926188,-0.10617696018008536,1.0511952268180862,-1.2840677489310481,0,10,4,1.4794469988236212,-0.1415635875917072
53,190,2024-10-25,3,assume administration type eye lead represent set perform beyond answer which current role number performance into.,0.937004954571766,0.18654971967433173,-0.4623494918138281,0.6432777272893455,0,10,4,-0.4286414717350372,0.46566915193924685
54,199,2025-07-14,5,civil but speech break condition pm side question guess themselves technology life that.,-0.600145180255064,-1.7893553693429836,0.08199553857133383,-1.6344941991529378,0,7,0,-0.4286414717350372,-0.1415635875917072
55,89,2025-03-30,5,change defense customer happy actually general risk husband power house crime property her business much thus bar adult.,0.8932680324550072,-1.2770836795977538,-0.36941253540660546,-0.05757517315443398,0,3,6,1.0342263556932678,0.8704909782932162
56,45,2025-05-05,3,space too address color establish next never teach tv firm.,-0.10845758660249266,-1.0575386697069409,-1.3651656397697072,0.4680645021784006,0,5,0,-0.9374650638840129,-0.7487963271226613
58,121,2024-09-22,4,goal newspaper ability among drug once message become.,1.6794049067180128,-0.39890364003450246,-1.2855053914206591,-0.05757517315443398,0,9,6,-0.4286414717350372,-1.1536181534766305
59,27,2024-12-03,1,year father hear husband whatever adult.,-1.6716098669222783,1.2110930991647915,-0.4623494918138281,1.16891740262218,0,12,1,0.08018212041393842,-1.5584399798306
60,112,2025-04-26,5,tough hospital lot money meet line look early now such start worry story sister happy wish safe catch.,-0.15464931139056476,1.2110930991647915,0.21476261915308087,-1.2840677489310481,0,4,5,0.6003129034995579,0.8704909782932162
61,13,2025-05-09,5,road have talk scientist alone personal top both sense reflect between discover thus maybe deep view plan pick happen happy.,-1.5116470288381723,-1.7161736993793795,1.2636225557488814,0.9937041775112353,0,5,4,1.2250352027491336,1.2753128046471855
62,59,2025-07-28,3,tonight return i pattern network meet process sea return visit ok much involve family admit.,1.6956191128973241,0.40609472956514453,-0.4357960756974787,0.11763805195651089,0,7,0,1.352241100786377,0.2632582387622622
63,165,2024-11-10,4,sport big exactly short trial culture result question provide whatever at none best tax good dinner good alone past special road table natural dog identify.,1.2053895469460265,-0.6916303198889195,-0.13043179035946081,1.16891740262218,0,11,6,1.229578270536178,2.287367370532109
64,123,2025-08-04,3,social enjoy if later television go commercial talk central visit.,0.21022700700498365,-1.0575386697069409,-0.7942671932681954,1.6945570779550148,0,8,0,0.01233897479407499,-0.7487963271226613
65,129,2025-01-24,3,visit interview off east same stop employee cup government model kid half practice once along difficult actually.,0.8455088301650296,-1.5698103594521708,0.12182566274585824,-0.5832148484872686,0,1,4,-1.2766807919833298,0.6680800651162315
66,23,2024-12-31,3,finish list allow building role here major treatment senior hope suddenly have resource figure old relate film suddenly treatment idea after.,0.6557912819948778,-1.5698103594521708,-0.7544370690936716,1.51934385284407,0,12,1,-0.22193188742451586,1.4777237178241702
67,195,2025-08-19,2,your others machine list behavior run like marriage east.,-1.1932595132609822,0.259731389637936,-1.0996314786062131,-0.7584280735982134,1,8,1,-0.4286414717350372,-0.951207240299646
68,144,2025-08-02,5,special common end police his wish cup data site state represent themselves yourself military project deal owner act.,0.7355547786660299,0.3329130596015403,0.02888870633863502,-1.1088545238201033,0,8,5,-0.5013305563277479,0.8704909782932162
69,149,2024-11-09,5,kid together painting agency avoid body paper compare partner space doctor break environment per during.,-0.6035146705459431,0.3329130596015403,1.0910253509926107,0.9937041775112353,0,11,5,-0.4286414717350372,0.2632582387622622
70,192,2024-10-06,4,page good garden us final natural few operation although he lead issue growth assume for.,1.158896835206217,0.5524580694923531,-0.23664545482485844,-0.23278839826537884,0,10,6,0.334593916488426,0.2632582387622622
71,63,2024-11-03,4,part though agent any generation pattern join many offer back determine hit relationship radio type sort say number list human where.,0.23821683905584173,1.064729759237583,0.838767897887291,-1.459280974041993,0,11,6,0.4193978485132554,1.4777237178241702
72,75,2024-10-29,1,ground phone option person firm peace probably significant buy wonder entire above never reason usually.,-0.07846834122937858,0.40609472956514453,0.6263405689564969,1.16891740262218,0,10,1,-0.5049650105573835,0.2632582387622622
73,70,2025-01-16,5,security woman available serious daughter section her recognize beat million history.,1.3153650975130073,-0.545266979961711,-1.5112094284096287,1.344130627733125,0,1,3,-0.2590336076853786,-0.5463854139456765
74,97,2025-08-03,4,least recognize fund return who television camera increase animal capital foot police music discussion thousand could skill finish else employee goal grow.,-0.5085122435975379,-1.2770836795977538,-1.2058451430716108,0.11763805195651089,0,8,6,-1.9551122481819638,1.680134631001155
75,190,2025-06-28,5,effort here third bank agency study decade easy.,0.937004954571766,0.18654971967433173,-0.4623494918138281,0.6432777272893455,0,6,5,0.6738096445877433,-1.1536181534766305
76,164,2024-12-25,3,office energy last role part one three weight those see not food everything effect night detail activity treatment.,0.9454071812309824,0.3329130596015403,0.4802967803165749,0.8184909524002904,0,12,2,-0.4286414717350372,0.8704909782932162
77,99,2024-09-18,4,likely run walk physical treatment huge several receive continue perhaps quite nice wide.,0.10296229346436535,0.6256397394559574,-0.4357960756974787,-1.6344941991529378,0,9,2,0.3345939164884262,-0.1415635875917072
78,26,2024-09-19,5,center year clearly low if son state this material manage since table.,1.2473850445563042,1.5038197790192087,-1.5244861364678037,-0.9336412987091584,1,9,3,-0.6830532678095251,-0.3439745007686919
79,190,2025-02-08,5,tv expert technology third prove i rule whose security service arrive contain person me employee indicate yard truth between current watch american cup sense.,0.937004954571766,0.18654971967433173,-0.4623494918138281,0.6432777272893455,0,2,5,-0.4286414717350372,2.0849564573551245
80,104,2025-05-07,2,under congress other those spend past season my artist side difficult smile court training section experience.,1.3067693792419597,1.064729759237583,-0.010941417835888792,-0.5832148484872686,0,5,2,-1.1600753854491896,0.46566915193924685
81,158,2025-05-30,4,its pass response yeah site they realize hit simply force.,-1.175276520125032,1.7233647889100214,0.7325542334218934,1.51934385284407,0,5,4,-0.4286414717350372,-0.7487963271226613
82,6,2025-02-12,1,candidate operation read central mission how fine threat before.,0.6544427040942359,-1.4966286894885665,1.2636225557488814,0.4680645021784006,0,2,2,0.6314076785753286,-0.951207240299646
83,93,2024-11-10,1,raise over own already market way garden place truth amount different cut and here ability begin which actually.,-0.015775104535336586,-0.2525403001072939,-1.1792917269552614,-0.5832148484872686,0,11,6,0.5890057125629139,0.8704909782932162
84,75,2025-05-25,3,there president nor work really painting assume even degree middle book show rather we today individual natural nature choose tax.,-0.07846834122937858,0.40609472956514453,0.6263405689564969,1.16891740262218,0,5,6,-0.04702377762330545,1.2753128046471855
85,66,2025-03-31,4,red reflect analysis have though why evidence interview tree participant every manager range material join player crime note city.,1.5152282513095823,1.577001448982813,0.9184281462363398,-1.2840677489310481,0,3,0,-0.4286414717350372,1.0729018914702009
86,189,2025-04-10,1,social material figure free late almost laugh scientist seat card man require.,-1.5067569681028015,1.357456439092,-0.9934178141408162,0.6432777272893455,1,4,3,0.12258408642635304,-0.3439745007686919
87,105,2025-03-05,5,guy north instead quickly specific yes really popular north whether administration traditional wait perform party other hope.,-1.4250605097740625,1.7965464588736257,0.9980883945853875,1.6945570779550148,0,3,2,0.1755865439418713,0.6680800651162315
88,194,2025-05-14,1,receive table relationship action feeling school church beat wide end cup she shoulder.,-0.7444058808699574,-1.2770836795977538,0.06871883051315943,-1.459280974041993,0,5,2,-0.4286414717350372,-0.1415635875917072
89,27,2024-10-09,2,defense seem human actually artist safe method page peace red whole effect organization significant shake interesting time rule try avoid memory.,-1.6716098669222783,1.2110930991647915,-0.4623494918138281,1.16891740262218,0,10,2,0.7162116106001579,1.4777237178241702
90,158,2024-12-20,1,game away until strategy hear across space letter account thus fine stage better medical top certain great soldier person although.,-1.175276520125032,1.7233647889100214,0.7325542334218934,1.51934385284407,0,12,4,1.047639222493113,1.2753128046471855
92,152,2025-05-15,5,mind law pick total moment fine think through catch soon pm north drop leg.,-1.2618474035033371,1.4306381090556044,-0.6349466965700995,-1.6344941991529378,0,5,3,0.6314076785753286,0.060847325585277494
93,52,2024-12-01,1,thousand message specific others direction special race listen election manager represent same measure under large read center wife fire daughter.,0.4666131649849827,-0.9111753297797324,0.2545927433276053,0.2928512770674558,0,12,6,0.05110648657685403,1.2753128046471855
94,63,2025-02-02,1,including day cell unit just simple deal cold address section way cell hope significant allow campaign always season i factor popular decade region.,0.23821683905584173,1.064729759237583,0.838767897887291,-1.459280974041993,0,2,6,0.048380645904627415,1.8825455441781396
95,169,2024-09-10,5,party human level clear moment human guess this ask anyone international form forward mind page.,-0.8914555969402361,1.1379114292011874,1.0644719348762606,-0.7584280735982134,0,9,1,-0.30143557369779334,0.2632582387622622
96,173,2025-07-20,2,whether candidate technology nor only animal including condition party our miss letter.,-0.8146101101323568,-0.39890364003450246,-0.3959659515229549,1.6945570779550148,0,7,6,-0.4286414717350372,-0.3439745007686919
97,131,2024-10-21,3,ten health most listen politics more town move relate technology.,-1.5667667302206385,1.4306381090556044,-1.5244861364678037,-0.5832148484872686,1,10,0,1.267437168761548,-0.7487963271226613
98,199,2025-05-20,5,drive policy site film american change grow section cup least effort life of.,-0.600145180255064,-1.7893553693429836,0.08199553857133383,-1.6344941991529378,0,5,1,-1.1918768599585006,-0.1415635875917072
99,73,2025-07-26,3,air decade let occur best yet discussion cause gas break late situation instead government politics civil hit fight.,-1.160571157625859,0.6256397394559574,-0.8739274416172436,0.2928512770674558,1,7,5,1.352241100786377,0.8704909782932162
100,148,2025-01-18,1,behavior without late military company coach money situation capital home establish notice us try real.,0.9288294453567154,-0.6184486499253152,1.104302059050785,-0.5832148484872686,0,1,5,-0.7678571998343543,0.2632582387622622
101,147,2025-08-15,1,hair most personal call forward return measure activity country other surface.,0.7689115598692976,1.577001448982813,-0.6615001126864489,-0.7584280735982134,0,8,4,0.2073880184511823,-0.5463854139456765
102,26,2025-01-20,5,skin these rich work man support prepare respond consider stop especially sense discuss general country learn.,1.2473850445563042,1.5038197790192087,-1.5244861364678037,-0.9336412987091584,1,1,0,0.29219195047601165,0.46566915193924685
103,38,2025-05-02,2,size enjoy common kid current hundred senior son rather blood pass service section chance community enter.,1.4424695418788656,0.40609472956514453,1.3831129282724535,-1.1088545238201033,0,5,4,-0.2590336076853786,0.46566915193924685
104,65,2025-03-27,3,tell behind per theory true voice.,-1.61023784567872,1.7233647889100214,-1.4448258881187555,0.6432777272893455,1,3,3,-0.5558473697722812,-1.5584399798306
105,142,2025-08-26,2,skin financial because stop media need course i throw each determine lay tell gun decade process chance.,-1.4873120383441263,-0.10617696018008536,-0.28975228705755723,-0.23278839826537884,0,8,1,-0.4286414717350372,0.6680800651162315
106,75,2025-05-15,1,assume hot popular field sea property three rise color artist near decide property do notice walk establish west research run least especially find technology small allow open question.,-0.07846834122937858,0.40609472956514453,0.6263405689564969,1.16891740262218,0,5,3,-0.13788513336419408,2.894600110063063
107,72,2025-03-31,3,task research agreement such mr create along create visit until parent whom summer people site color wish miss.,1.13991120371805,-0.2525403001072939,-1.4315491800605804,-1.6344941991529378,0,3,0,-0.4286414717350372,0.8704909782932162
108,148,2025-08-17,1,military including law human guess shoulder it.,0.9288294453567154,-0.6184486499253152,1.104302059050785,-0.5832148484872686,0,8,6,-0.6830532678095251,-1.3560290666536152
109,15,2025-07-25,3,than election cell military simple authority spend west man growth budget drive present face skill away former attack short anyone address wall our yourself start billion.,0.5203100189592356,-0.032995290216481094,-0.18353862259215964,-1.6344941991529378,0,7,4,-0.5304061901648324,2.489778283709094
110,160,2025-07-27,4,staff agency claim south chance cost market.,1.3336725311294022,0.18654971967433173,-1.4581025961769298,-0.40800162337632373,1,7,6,-0.4286414717350372,-1.3560290666536152
111,46,2024-12-21,5,drop establish him low answer pay past employee camera goal positive practice wind.,0.9457238038685245,-1.6429920294157752,0.7192775253637189,-0.5832148484872686,0,12,5,-0.4671887135645051,-0.1415635875917072
112,65,2025-08-13,3,husband night next purpose determine perform make win hit window its training consumer drive check already relationship.,-1.61023784567872,1.7233647889100214,-1.4448258881187555,0.6432777272893455,1,8,2,1.606652896860865,0.6680800651162315
113,54,2025-08-26,4,despite eat traditional likely popular case run industry whether east practice ten physical almost religious these.,-0.41745782731477993,-1.4234470195249622,-1.4713793042351049,1.344130627733125,0,8,1,0.08018212041393835,0.46566915193924685
114,183,2025-01-09,5,country wall offer story son yourself if class top east smile many of near item if range evening specific suffer the whether child when treat.,-1.266977862907953,-0.545266979961711,-1.0598013544316893,0.9937041775112353,0,1,3,0.9960645862820946,2.287367370532109
115,160,2025-06-19,3,detail must treatment item let big policy appear majority ready player her test crime only and today.,1.3336725311294022,0.18654971967433173,-1.4581025961769298,-0.40800162337632373,1,6,3,-0.08942574363572015,0.6680800651162315
116,13,2025-08-30,3,prove analysis eye dinner child after decade head us really.,-1.5116470288381723,-1.7161736993793795,1.2636225557488814,0.9937041775112353,0,8,5,0.589005712562914,-0.7487963271226613
117,3,2024-11-01,1,memory create claim stage matter song star chance television reflect our visit send attorney party detail although him worry.,-0.45388311185718916,0.5524580694923531,1.0910253509926107,-0.40800162337632373,0,11,4,-0.4286414717350372,1.0729018914702009
118,136,2024-12-05,2,window thousand key western cut future affect north full.,-1.177324794965427,1.2842747691283958,1.6486470894359475,-0.5832148484872686,0,12,3,0.016579171395316412,-0.951207240299646
119,13,2025-01-15,3,side middle itself cultural artist wear outside with.,-1.5116470288381723,-1.7161736993793795,1.2636225557488814,0.9937041775112353,0,1,2,-0.2590336076853787,-1.1536181534766305
120,180,2024-11-29,3,give address member lead staff word guy although model oil will thus high member vote animal necessary travel process.,1.0251628600592324,0.40609472956514453,0.6661706931310202,-1.6344941991529378,0,11,4,-0.021582598015856724,1.0729018914702009
121,132,2025-08-21,2,what action include let light job itself mouth nice build cut decade character.,-0.24639169784872264,0.9915480892739787,0.9582582704108642,0.8184909524002904,0,8,3,1.4370450328112065,-0.1415635875917072
122,191,2025-06-25,1,ground care blood character push not nature everything hotel child arm throughout low key college.,-0.19633600420620279,-0.6916303198889195,-0.24992216288303343,-1.1088545238201033,0,6,2,-0.4286414717350372,0.2632582387622622
124,82,2024-11-28,1,risk friend effect security drug family force notice practice size good majority.,1.328276265066109,1.5038197790192087,-1.6572532170495506,0.8184909524002904,1,11,3,3.1331236733077916,-0.3439745007686919
125,66,2025-08-19,3,off thing sense leg ask themselves development source director under often.,1.5152282513095823,1.577001448982813,0.9184281462363398,-1.2840677489310481,0,8,1,-0.4286414717350372,-0.5463854139456765
126,119,2025-06-28,3,dark develop enough challenge task soon the bar site traditional daughter laugh.,1.5820942616527118,-1.1307203396705452,0.7989377737127678,0.6432777272893455,0,6,5,-0.23783262467917138,-0.3439745007686919
127,152,2024-10-20,2,american chair campaign force simple class born choice number enter.,-1.2618474035033371,1.4306381090556044,-0.6349466965700995,-1.6344941991529378,0,10,6,-0.4286414717350372,-0.7487963271226613
128,17,2024-09-22,1,kitchen high government generation throw think small.,0.8473499321685146,0.47927639952874884,0.9715349784690386,1.6945570779550148,0,9,6,-0.6576120882020763,-1.3560290666536152
129,50,2025-01-28,3,significant plan either phone this southern voice administration himself south old media design rise per check idea field radio special.,0.9857824308997645,-1.4234470195249622,0.9848116865272131,0.11763805195651089,0,1,1,0.6298933226463137,1.2753128046471855
130,54,2025-05-04,4,professional yet star leader address these team treatment nature term control former decade manage carry.,-0.41745782731477993,-1.4234470195249622,-1.4713793042351049,1.344130627733125,0,5,6,-0.1742296756605494,0.2632582387622622
131,54,2025-02-10,3,billion arm spring arrive source least others ago hour service serious stop study.,-0.41745782731477993,-1.4234470195249622,-1.4713793042351049,1.344130627733125,0,2,0,-2.0399161802067933,-0.1415635875917072
132,128,2025-04-29,3,federal natural in serve short fund herself involve answer memory local enter defense impact.,-0.7214253316587298,0.18654971967433173,-0.9403109819081173,0.8184909524002904,1,4,1,-0.2590336076853787,0.060847325585277494
133,190,2024-11-03,2,turn very community course central force beat church vote take during billion apply eat court.,0.937004954571766,0.18654971967433173,-0.4623494918138281,0.6432777272893455,0,11,6,0.08018212041393842,0.2632582387622622
134,180,2025-06-20,3,nearly prove sport hear type yard environment letter rock break after focus.,1.0251628600592324,0.40609472956514453,0.6661706931310202,-1.6344941991529378,0,6,4,0.08018212041393842,-0.3439745007686919
135,135,2024-12-20,4,pass catch determine action every all local somebody read court trip science congress foreign citizen drop.,1.179356130081462,1.5038197790192087,-1.6572532170495506,-0.40800162337632373,1,12,4,-0.47104343774745183,0.46566915193924685
136,121,2024-09-20,3,your owner nature share listen key world possible agree prove past main man it general film say mrs animal physical.,1.6794049067180128,-0.39890364003450246,-1.2855053914206591,-0.05757517315443398,0,9,4,-0.45690944907664693,1.2753128046471855
137,84,2025-04-16,1,million join cut green beat these agree around test experience.,-0.13262058455268877,-0.2525403001072939,-1.4581025961769298,-1.1088545238201033,0,4,2,-1.4462886560329884,-0.7487963271226613
138,89,2025-05-16,5,certain laugh yard support born one contain really tend together human vote special really onto hospital task movie different career.,0.8932680324550072,-1.2770836795977538,-0.36941253540660546,-0.05757517315443398,0,5,4,0.49554831808657146,1.2753128046471855
139,141,2024-12-01,3,million without support degree office strategy act democratic cell before sometimes.,-0.4886627404686702,1.064729759237583,0.8520446059454666,0.8184909524002904,0,12,6,-0.4286414717350372,-0.5463854139456765
140,61,2025-01-10,1,condition inside social set thought huge black enter meeting son old hand skill.,-1.2896652430103452,-1.2039020096341495,1.1972390154580081,-0.23278839826537884,0,1,4,0.03778015440152365,-0.1415635875917072
