review_id,restaurant_id,date,rating,review_text,monthly_sales,complaints_count,avg_rating,staff_turnover,risk_label
24,51,1/27/2025,1,Member near family side check form agree game light.,530624,19,4,4,0
25,200,6/27/2025,3,Forget place fine sense central politics site talk news yes.,1725174,11,4.82,0,0
26,97,1/18/2025,4,Shoulder event fact issue wear family research morning lot nature staff do necessary customer.,823804,7,2.85,10,0
27,76,5/28/2025,5,Per prepare trial imagine Congress which within several body yourself decade through.,526828,25,4.55,17,0
28,85,8/18/2025,3,Authority cup long sit news wear move performance few.,279880,25,2.87,8,0
29,106,10/24/2024,3,Firm bar remember hope number later such activity produce little physical determine charge more.,1434424,12,3.06,18,0
30,160,4/30/2025,5,By popular according eat training drive vote leader price in international.,1766358,27,2.66,7,1
31,46,6/27/2025,1,Blue four continue guess area today bad leader method party heavy compare fill ready attorney beyond point nature admit figure particular.,1567864,2,4.3,6,0
32,33,8/16/2025,4,Reason majority join human student seven term modern window individual someone laugh cultural third hope by.,1666165,22,4.6,12,0
33,101,2/19/2025,2,Image drive peace together trade while lay.,390029,41,3.8,16,0
34,151,9/3/2024,4,Support why effort both owner head maybe talk camera story time thank.,1447236,30,4.02,5,0
35,138,5/15/2025,3,Even pattern to lot southern oil fall discuss wall sense.,1429886,4,3.81,14,0
36,59,7/25/2025,1,Catch few sell according detail now new hair art serve fill woman reason certain anything bring personal move.,1951548,30,3.43,10,0
37,23,9/15/2024,5,I memory drive pattern thousand maybe.,1419520,3,3.19,18,0
38,23,7/5/2025,1,Front could discover later expert kid against religious student trip billion old cut.,1419520,3,3.19,18,0
39,7,1/12/2025,4,Street direction history often news performance argue over political should opportunity million.,1748756,16,4.57,8,0
40,128,6/20/2025,4,Detail occur religious majority measure different voice source hour ever break.,714867,27,3.05,14,1
41,4,8/8/2025,2,Reach he value keep dream opportunity recently.,230040,41,3.45,11,0
42,115,11/24/2024,1,Term also Mrs any size character moment for travel less right final camera sound large affect range show.,284419,19,4.46,11,0
43,111,2/26/2025,4,Shoulder power of record effort phone clearly fish lay word accept military without resource cultural class else reflect.,1790681,41,4.84,13,0
44,72,8/12/2025,1,Last pull also join discuss perform be career pass spring evening ten.,1667220,21,2.68,0,0
45,21,2/7/2025,2,Visit throw story film manage Democrat feeling think many work throw successful professor tax section project.,1205528,14,4.22,17,0
46,161,9/28/2024,4,Act fish quality worry stuff parent two high toward sound make safe without.,832012,8,3.02,3,0
47,29,8/16/2025,1,Adult respond bar herself the beautiful painting at.,1862178,25,2.95,6,0
48,180,6/11/2025,1,Poor century rock season assume us car central cell ok rule task low like stock again hotel thus how lose different operation enjoy.,1608509,30,4.26,0,0
49,168,3/2/2025,1,Huge many partner notice it call decision pretty white develop apply.,1621276,42,4.14,12,0
50,145,11/28/2024,1,Capital professor science lose east rock.,1607769,31,4.19,17,0
51,20,9/5/2024,5,Technology American risk bank science week face north talk miss to movement act.,757373,49,3.06,5,1
52,28,10/25/2024,2,Town face government rich seem prepare movement career science yeah billion up speech.,935034,23,4.55,2,0
53,190,10/25/2024,3,Assume administration type eye lead represent set perform beyond answer which current role number performance into.,1563403,27,3.41,13,0
54,199,7/14/2025,5,Civil but speech break condition PM side question guess themselves technology life that.,776920,0,3.82,0,0
55,89,3/30/2025,5,Change defense customer happy actually general risk husband power house crime property her business much thus bar adult.,1541025,7,3.48,9,0
56,45,5/5/2025,3,Space too address color establish next never teach TV firm.,1028492,10,2.73,12,0
57,45,10/30/2024,5,Home TV maintain data sign.,1028492,10,2.73,12,0
58,121,9/22/2024,4,Goal newspaper ability among drug once message become.,1943252,19,2.79,9,0
59,27,12/3/2024,1,Year father hear husband whatever adult.,228705,41,3.41,16,0
60,112,4/26/2025,5,Tough hospital lot money meet line look early now such start worry story sister happy wish safe catch.,1004858,41,3.92,2,0
61,13,5/9/2025,5,Road have talk scientist alone personal top both sense reflect between discover thus maybe deep view plan pick happen happy.,310550,1,4.71,15,0
62,59,7/28/2025,3,Tonight return I pattern network meet process sea return visit ok much involve family admit.,1951548,30,3.43,10,0
63,165,11/10/2024,4,Sport big exactly short trial culture result question provide whatever at none best tax good dinner good alone past special road table natural dog identify.,1700722,15,3.66,16,0
64,123,8/4/2025,3,Social enjoy if later television go commercial talk central visit.,1191547,10,3.16,19,0
65,129,1/24/2025,3,Visit interview off east same stop employee cup government model kid half practice once along difficult actually.,1516589,3,3.85,6,0
66,23,12/31/2024,3,Finish list allow building role here major treatment senior hope suddenly have resource figure old relate film suddenly treatment idea after.,1419520,3,3.19,18,0
67,195,8/19/2025,2,Your others machine list behavior run like marriage east.,473453,28,2.93,5,1
68,144,8/2/2025,5,Special common end police his wish cup data site state represent themselves yourself military project deal owner act.,1460331,29,3.78,3,0
69,149,11/9/2024,5,Kid together painting agency avoid body paper compare partner space doctor break environment per during.,775196,29,4.58,15,0
70,192,10/6/2024,4,Page good garden us final natural few operation although he lead issue growth assume for.,1676934,32,3.58,8,0
71,63,11/3/2024,4,Part though agent any generation pattern join many offer back determine hit relationship radio type sort say number list human where.,1205868,39,4.39,1,0
72,75,10/29/2024,1,Ground phone option person firm peace probably significant buy wonder entire above never reason usually.,1043836,30,4.23,16,0
73,70,1/16/2025,5,Security woman available serious daughter section her recognize beat million history.,1756991,17,2.62,17,0
74,97,8/3/2025,4,Least recognize fund return who television camera increase animal capital foot police music discussion thousand could skill finish else employee goal grow.,823804,7,2.85,10,0
75,190,6/28/2025,5,Effort here third bank agency study decade easy.,1563403,27,3.41,13,0
76,164,12/25/2024,3,Office energy last role part one three weight those see not food everything effect night detail activity treatment.,1567702,29,4.12,14,0
77,99,9/18/2024,4,Likely run walk physical treatment huge several receive continue perhaps quite nice wide.,1136665,33,3.43,0,0
78,26,9/19/2024,5,Center year clearly low if son state this material manage since table.,1722209,45,2.61,4,1
79,190,2/8/2025,5,Tv expert technology third prove I rule whose security service arrive contain person me employee indicate yard truth between current watch American cup sense.,1563403,27,3.41,13,0
80,104,5/7/2025,2,Under Congress other those spend past season my artist side difficult smile court training section experience.,1752593,39,3.75,6,0
81,158,5/30/2025,4,Its pass response yeah site they realize hit simply force.,482654,48,4.31,18,0
82,6,2/12/2025,1,Candidate operation read central mission how fine threat before.,1418830,4,4.71,12,0
83,93,11/10/2024,1,Raise over own already market way garden place truth amount different cut and here ability begin which actually.,1075913,21,2.87,6,0
84,75,5/25/2025,3,There president nor work really painting assume even degree middle book show rather we today individual natural nature choose tax.,1043836,30,4.23,16,0
85,66,3/31/2025,4,Red reflect analysis have though why evidence interview tree participant every manager range material join player crime note city.,1859251,46,4.45,2,0
86,189,4/10/2025,1,Social material figure free late almost laugh scientist seat card man require.,313052,43,3.01,13,1
87,105,3/5/2025,5,Guy north instead quickly specific yes really popular north whether administration traditional wait perform party other hope.,354852,49,4.51,19,0
88,194,5/14/2025,1,Receive table relationship action feeling school church beat wide end cup she shoulder.,703109,7,3.81,1,0
89,27,10/9/2024,2,Defense seem human actually artist safe method page peace red whole effect organization significant shake interesting time rule try avoid memory.,228705,41,3.41,16,0
90,158,12/20/2024,1,Game away until strategy hear across space letter account thus fine stage better medical top certain great soldier person although.,482654,48,4.31,18,0
91,1,3/29/2025,1,Manage let large too try.,1537889,39,2.51,6,1
92,152,5/15/2025,5,Mind law pick total moment fine think through catch soon PM north drop leg.,438360,44,3.28,0,0
93,52,12/1/2024,1,Thousand message specific others direction special race listen election manager represent same measure under large read center wife fire daughter.,1322727,12,3.95,11,0
94,63,2/2/2025,1,Including day cell unit just simple deal cold address section way cell hope significant allow campaign always season I factor popular decade region.,1205868,39,4.39,1,0
95,169,9/10/2024,5,Party human level clear moment human guess this ask anyone international form forward mind page.,627871,40,4.56,5,0
96,173,7/20/2025,2,Whether candidate technology nor only animal including condition party our miss letter.,667189,19,3.46,19,0
97,131,10/21/2024,3,Ten health most listen politics more town move relate technology.,282348,44,2.61,6,1
98,199,5/20/2025,5,Drive policy site film American change grow section cup least effort life of.,776920,0,3.82,0,0
99,73,7/26/2025,3,Air decade let occur best yet discussion cause gas break late situation instead government politics civil hit fight.,490178,33,3.1,11,1
100,148,1/18/2025,1,Behavior without late military company coach money situation capital home establish notice us try real.,1559220,16,4.59,6,0
101,147,8/15/2025,1,Hair most personal call forward return measure activity country other surface.,1477398,46,3.26,5,0
102,26,1/20/2025,5,Skin these rich work man support prepare respond consider stop especially sense discuss general country learn.,1722209,45,2.61,4,1
103,38,5/2/2025,2,Size enjoy common kid current hundred senior son rather blood pass service section chance community enter.,1822024,30,4.8,3,0
104,65,3/27/2025,3,Tell behind per theory true voice.,260106,48,2.67,13,1
105,142,8/26/2025,2,Skin financial because stop media need course I throw each determine lay tell gun decade process chance.,323001,23,3.54,8,0
106,75,5/15/2025,1,Assume hot popular field sea property three rise color artist near decide property do notice walk establish west research run least especially find technology small allow open question.,1043836,30,4.23,16,0
107,72,3/31/2025,3,Task research agreement such Mr create along create visit until parent whom summer people site color wish miss.,1667220,21,2.68,0,0
108,148,8/17/2025,1,Military including law human guess shoulder it.,1559220,16,4.59,6,0
109,15,7/25/2025,3,Than election cell military simple authority spend west man growth budget drive present face skill away former attack short anyone address wall our yourself start billion.,1350201,24,3.62,0,0
110,160,7/27/2025,4,Staff agency claim south chance cost market.,1766358,27,2.66,7,1
111,46,12/21/2024,5,Drop establish him low answer pay past employee camera goal positive practice wind.,1567864,2,4.3,6,0
112,65,8/13/2025,3,Husband night next purpose determine perform make win hit window its training consumer drive check already relationship.,260106,48,2.67,13,1
113,54,8/26/2025,4,Despite eat traditional likely popular case run industry whether east practice ten physical almost religious these.,870392,5,2.65,17,0
114,183,1/9/2025,5,Country wall offer story son yourself if class top east smile many of near item if range evening specific suffer the whether child when treat.,435735,17,2.96,15,0
115,160,6/19/2025,3,Detail must treatment item let big policy appear majority ready player her test crime only and today.,1766358,27,2.66,7,1
116,13,8/30/2025,3,Prove analysis eye dinner child after decade head us really.,310550,1,4.71,15,0
117,3,11/1/2024,1,Memory create claim stage matter song star chance television reflect our visit send attorney party detail although him worry.,851755,32,4.58,7,0
118,136,12/5/2024,2,Window thousand key western cut future affect north full.,481606,42,5,6,0
119,13,1/15/2025,3,Side middle itself cultural artist wear outside with.,310550,1,4.71,15,0
120,180,11/29/2024,3,Give address member lead staff word guy although model oil will thus high member vote animal necessary travel process.,1608509,30,4.26,0,0
121,132,8/21/2025,2,What action include let light job itself mouth nice build cut decade character.,957918,38,4.48,14,0
122,191,6/25/2025,1,Ground care blood character push not nature everything hotel child arm throughout low key college.,983529,15,3.57,3,0
123,117,9/4/2024,5,Window stuff feel man instead.,294472,13,3.18,2,0
124,82,11/28/2024,1,Risk friend effect security drug family force notice practice size good majority.,1763597,45,2.51,14,1
125,66,8/19/2025,3,Off thing sense leg ask themselves development source director under often.,1859251,46,4.45,2,0
126,119,6/28/2025,3,Dark develop enough challenge task soon the bar site traditional daughter laugh.,1893463,9,4.36,13,0
127,152,10/20/2024,2,American chair campaign force simple class born choice number enter.,438360,44,3.28,0,0
128,17,9/22/2024,1,Kitchen high government generation throw think small.,1517531,31,4.49,19,0
129,50,1/28/2025,3,Significant plan either phone this southern voice administration himself south old media design rise per check idea field radio special.,1588360,5,4.5,10,0
130,54,5/4/2025,4,Professional yet star leader address these team treatment nature term control former decade manage carry.,870392,5,2.65,17,0
131,54,2/10/2025,3,Billion arm spring arrive source least others ago hour service serious stop study.,870392,5,2.65,17,0
132,128,4/29/2025,3,Federal natural in serve short fund herself involve answer memory local enter defense impact.,714867,27,3.05,14,1
133,190,11/3/2024,2,Turn very community course central force beat church vote take during billion apply eat court.,1563403,27,3.41,13,0
134,180,6/20/2025,3,Nearly prove sport hear type yard environment letter rock break after focus.,1608509,30,4.26,0,0
135,135,12/20/2024,4,Pass catch determine action every all local somebody read court trip science Congress foreign citizen drop.,1687402,45,2.51,7,1
136,121,9/20/2024,3,Your owner nature share listen key world possible agree prove past main man it general film say Mrs animal physical.,1943252,19,2.79,9,0
137,84,4/16/2025,1,Million join cut green beat these agree around test experience.,1016129,21,2.66,3,0
138,89,5/16/2025,5,Certain laugh yard support born one contain really tend together human vote special really onto hospital task movie different career.,1541025,7,3.48,9,0
139,141,12/1/2024,3,Million without support degree office strategy act democratic cell before sometimes.,833960,39,4.4,14,0
140,61,1/10/2025,1,Condition inside social set thought huge black enter meeting son old hand skill.,424127,8,4.66,8,0
141,83,9/12/2024,4,Send everybody together from phone rather crime build tax key effort might mind part player example.,1089597,6,3.73,11,0
142,59,2/11/2025,5,Become painting eat once little executive.,1951548,30,3.43,10,0
143,27,3/6/2025,1,Push use foot crime.,228705,41,3.41,16,0
144,177,9/19/2024,5,Relate scene particularly all ok also.,319081,27,3.51,9,0
145,186,2/24/2025,4,However face ok night enough area because city.,1506690,7,4.46,11,0
146,127,2/18/2025,1,Let reveal yet himself phone plan at movie tonight style hotel table.,542323,36,3.09,0,1
147,106,3/23/2025,2,Approach picture popular hard child itself century half probably me center hundred seat order human.,1434424,12,3.06,18,0
148,121,7/23/2025,2,Together reach develop minute similar its century whole but cut learn politics word.,1943252,19,2.79,9,0
149,96,7/3/2025,5,Rate worry necessary build movement begin ever agree stuff several news someone physical seek possible relate on young reduce improve artist.,699339,32,4.82,3,0
150,4,5/1/2025,1,Structure eight single almost involve believe collection.,230040,41,3.45,11,0
151,103,6/21/2025,2,Strategy responsibility network seem Congress chair PM until.,967058,4,4.65,14,0
152,118,2/6/2025,4,Quite product guy important property effort drop choice act them.,314194,37,3.98,12,0
153,105,11/15/2024,5,Play its modern way customer improve matter kitchen have ahead between first agree ask accept animal enter opportunity make other.,354852,49,4.51,19,0
154,149,11/12/2024,4,Dream sound part with else beyond five risk wide speak east reason party as election source tend summer happen.,775196,29,4.58,15,0
155,142,5/16/2025,3,Lawyer rest act note factor nor specific deep report deep force.,323001,23,3.54,8,0
156,53,2/2/2025,3,Career believe career study hit land baby scientist financial real response believe why.,1012255,23,3.81,4,0
157,92,6/27/2025,5,Large apply some third weight wish education believe feel.,1070463,26,3.26,8,0
158,92,5/26/2025,4,Sister section value people real wear newspaper language song interesting resource old city environmental instead poor decade floor hair.,1070463,26,3.26,8,0
159,186,11/7/2024,4,Walk skill give news position history son road catch real name might memory scene rock local prevent her their fear.,1506690,7,4.46,11,0
160,37,6/7/2025,4,Mission much market cut pick least relationship parent always huge follow.,725990,38,4.25,13,0
161,34,8/27/2025,2,People hair growth event about respond require population box.,646834,7,3.43,4,0
162,22,12/4/2024,5,Wish sport here business find every Democrat sport according fine.,1615184,5,3.36,17,0
163,127,12/2/2024,2,Quickly agree serious instead something mind president today police wait again account free happen both action as hundred them.,542323,36,3.09,0,1
164,192,12/29/2024,1,Down poor tell buy this area difference throw standard base six hair left rather cover sound hour create available.,1676934,32,3.58,8,0
165,148,7/24/2025,1,Power green strategy strategy change law value require population then begin half guy method model water prove.,1559220,16,4.59,6,0
166,99,10/29/2024,2,Pull bill present bring six because.,1136665,33,3.43,0,0
167,69,9/4/2024,3,Far rather threat nearly idea wish order nor TV two imagine president.,1829402,32,2.97,6,1
168,105,1/15/2025,2,Civil forward help debate machine structure community.,354852,49,4.51,19,0
169,136,12/20/2024,4,Ago interest beyond property coach dinner sure picture among new.,481606,42,5,6,0
170,148,3/12/2025,2,Sport remember issue analysis involve article late represent including parent stock partner decide third professor.,1559220,16,4.59,6,0
171,197,8/19/2025,4,Rather throw plant window blood fact daughter music here western finally or herself his outside often.,1112436,6,2.88,9,0
172,71,7/13/2025,3,Town attention father star between high case think too study car realize together by station great somebody.,1910828,27,4.03,3,0
173,59,10/24/2024,5,Hospital firm already lay become fish us project reflect both out tough item yard try imagine resource organization edge because white.,1951548,30,3.43,10,0
174,83,5/12/2025,2,Scene star stand rise month sure area she time top million early member.,1089597,6,3.73,11,0
175,99,12/9/2024,1,Protect owner serve no smile bag design face politics new about.,1136665,33,3.43,0,0
176,104,11/19/2024,4,Sit culture man personal everything benefit.,1752593,39,3.75,6,0
177,14,4/17/2025,3,Step thousand party research simple president community wear either safe food measure.,354467,23,2.52,1,0
178,3,8/6/2025,4,Wife military interview as in so hospital choice watch left experience health finish marriage because action wide PM.,851755,32,4.58,7,0
179,79,1/26/2025,5,It build training yet pressure property deep reflect memory if point bag degree general upon agree development easy.,1481446,14,4.99,7,0
180,90,5/11/2025,5,Ground green teacher whole address personal action follow court hope move whether pull.,997095,37,4.86,0,0
181,106,4/29/2025,2,Type example might laugh realize yourself land past information baby put actually.,1434424,12,3.06,18,0
182,4,4/12/2025,1,Factor music arm morning him really sell table budget student set.,230040,41,3.45,11,0
183,134,6/18/2025,5,Her call right executive own stock firm next garden girl long city approach finally degree ever others couple general per behind apply sense.,328853,16,4.84,8,0
184,154,7/26/2025,2,Wife action better maintain politics my walk amount four always speech I model.,1116649,39,3.06,18,1
185,159,3/5/2025,3,Despite series training law truth moment hospital claim partner his meeting so sport throw conference attention its better will including on crime.,440148,18,3.06,2,0
186,189,6/7/2025,3,Officer near again pick hand term hospital beyond become bar cell.,313052,43,3.01,13,1
187,155,4/6/2025,3,Term loss onto decision church board project international leave question information itself.,1661627,32,3.55,17,0
188,30,9/5/2024,3,Memory join behind catch though foot far ahead drop officer teach.,1818523,42,4.83,9,0
189,191,8/8/2025,4,Career approach throw method state production us green per west cultural interesting institution cover either season run son day no national.,983529,15,3.57,3,0
190,150,9/22/2024,4,System so draw business someone system seem bring child let for real positive involve cover gun method read front pay especially.,660166,27,3.15,10,1
191,92,2/21/2025,4,Good take around information second pretty message direction picture above gas quality she actually individual truth call see always defense learn American alone mention.,1070463,26,3.26,8,0
192,184,10/13/2024,4,Network hundred bad ago onto image quite subject never.,277122,24,2.65,12,0
193,14,8/18/2025,1,Pull high executive serious top care similar plan window society scene coach standard law machine yet natural gas employee answer group write something public.,354467,23,2.52,1,0
194,82,1/8/2025,1,Everybody almost and summer check design teach fast try cover agent fire environmental professional follow century girl customer development could skin ask.,1763597,45,2.51,14,1
195,92,5/11/2025,2,Only painting pull study some suffer Mr they war.,1070463,26,3.26,8,0
196,192,5/28/2025,5,Western glass tax yet size it impact base hundred really debate technology her professional fight build seat claim remain he success myself station.,1676934,32,3.58,8,0
197,112,11/20/2024,1,Can all ahead if power democratic offer people nothing computer Mrs.,1004858,41,3.92,2,0
198,192,5/10/2025,1,Avoid actually nation shake with argue win deep.,1676934,32,3.58,8,0
199,159,9/16/2024,4,Project instead material low finish skin agent wind kid network break behavior indicate spring believe.,440148,18,3.06,2,0
200,77,6/12/2025,3,Turn yet role her case cost traditional read among call wear nice security.,1034217,12,4.64,9,0
201,29,5/24/2025,1,Happen type total buy be my town ability professor gun recently.,1862178,25,2.95,6,0
202,185,6/12/2025,3,Serious even we blue better deep store inside politics draw economy enjoy themselves attack art wife such list.,791479,4,3.7,2,0
203,149,6/13/2025,2,Wear difference trial better song study along personal meeting walk house.,775196,29,4.58,15,0
204,53,4/30/2025,1,Democrat reflect include action national beat thought agree left environmental officer close number successful.,1012255,23,3.81,4,0
205,38,3/21/2025,3,Indeed cover Mrs do water across somebody success performance world history before sport computer good student morning.,1822024,30,4.8,3,0
206,178,10/5/2024,5,Any father four machine these factor rate although traditional.,1965476,3,4.87,5,0
207,21,6/13/2025,5,Onto positive open build blue either mother as speak anything finally whom nice between write notice current part at.,1205528,14,4.22,17,0
208,119,10/21/2024,5,Anyone show policy direction avoid whom stop report bed beyond performance feel.,1893463,9,4.36,13,0
209,189,6/19/2025,4,Director also understand prove early medical part five task establish meeting never fast.,313052,43,3.01,13,1
210,22,12/4/2024,3,Hotel center physical moment section relationship out color thank walk.,1615184,5,3.36,17,0
211,113,7/30/2025,1,Not glass history source candidate rule often activity consumer society account.,540651,8,3.27,7,0
212,74,7/23/2025,3,Customer floor mean hundred record candidate fire nice need marriage suffer often kid amount science his even market approach four attention.,1469477,28,4.64,17,0
213,47,2/17/2025,2,Police across answer left fear fight remain research how possible.,1705479,41,4.06,3,0
214,102,8/5/2025,4,Operation you will could woman body finally blue follow fall clearly chance partner response admit then certain research well long society.,1865382,36,4.97,7,0
215,107,10/26/2024,5,Me hit particular three several along far affect voice hold attention hair itself old without free.,216873,18,4.42,9,0
216,154,4/7/2025,1,Least executive test physical take north history today consumer once country improve career.,1116649,39,3.06,18,1
217,156,9/30/2024,4,Represent purpose professional imagine determine important shake this really science evening nation bank explain.,1753239,10,3.11,7,0
218,91,12/13/2024,1,People meeting statement strong memory radio life friend subject its standard more southern teach behind exactly expert arrive accept assume common environmental benefit.,502263,32,4.77,4,0
219,181,1/22/2025,4,Middle list challenge must interview choose able interesting treatment information cell interesting.,1876696,43,3.46,5,0
220,190,8/23/2025,2,Gas movement charge cup loss information edge billion section fish wonder offer answer cover.,1563403,27,3.41,13,0
221,63,4/12/2025,5,Finally rise beyond must partner high trouble wind because record political ahead who.,1205868,39,4.39,1,0
222,8,8/13/2025,4,Skill beat somebody assume society area improve.,780896,17,3.78,16,0
223,187,1/7/2025,2,Receive trouble red scientist growth general along consider population simply skill major black.,1203160,31,4.92,17,0
224,17,10/6/2024,2,None rest follow believe concern evening live subject assume happen.,1517531,31,4.49,19,0
225,40,7/7/2025,1,Writer them area nearly money sort it investment even break school rock behavior.,1329684,47,4.81,18,0
226,77,7/5/2025,5,Establish parent price begin trial floor score than name wait hot about group late charge whose away short practice charge quite dog behavior.,1034217,12,4.64,9,0
227,44,4/9/2025,3,Political morning win effect east wide name move issue several prevent agreement teach head hope whatever better reality black.,1391002,41,3.58,4,0
228,28,3/21/2025,3,Lawyer six tonight along reduce stay charge expect film way official better kind standard yourself eat involve.,935034,23,4.55,2,0
229,81,2/18/2025,1,Fire wall itself election age evidence present show choice official task part product on write attorney.,864748,27,2.5,8,1
230,148,5/25/2025,2,Wear month two himself amount certainly seek him deep ready within out rich hope member.,1559220,16,4.59,6,0
231,88,4/6/2025,5,Wear task describe hundred drop way.,571110,18,4.21,12,0
232,64,10/25/2024,3,Marriage sister month free claim against majority hour if owner from.,925487,22,3.59,12,0
233,94,9/21/2024,5,Group if person story security believe thousand discussion manager share story more guess.,1026668,22,4.39,16,0
234,44,8/20/2025,4,Approach audience sure town approach picture structure appear find section.,1391002,41,3.58,4,0
235,105,1/8/2025,1,But protect pay head challenge staff ready involve up beat morning foot.,354852,49,4.51,19,0
236,44,7/1/2025,4,Page media personal great social camera appear.,1391002,41,3.58,4,0
237,144,6/14/2025,4,International of marriage perform always add appear series.,1460331,29,3.78,3,0
238,167,8/2/2025,4,Check amount mouth product ahead suddenly resource raise offer her defense point.,1128217,35,3.74,5,0
239,188,9/26/2024,2,Technology fight along eye visit single space glass produce build east realize almost summer.,1826924,45,3.12,14,1
240,81,5/10/2025,1,Interesting age report do leader sister also appear reason recently pay.,864748,27,2.5,8,1
241,60,6/29/2025,5,Your war property certain risk.,1374969,13,4.94,17,0
242,148,10/22/2024,4,Visit something drug serve upon that.,1559220,16,4.59,6,0
243,128,8/7/2025,1,Black under data open a next gun expert continue surface director environment upon second must Republican detail sell.,714867,27,3.05,14,1
244,52,12/14/2024,3,Evening sea everyone both once rate.,1322727,12,3.95,11,0
245,40,5/26/2025,5,Present collection part indicate address ever military happy challenge thus everyone decision heart foreign writer decide easy so student small front.,1329684,47,4.81,18,0
246,7,6/4/2025,3,Face article difference before too final at office keep activity stage day commercial only industry seem better save easy.,1748756,16,4.57,8,0
247,114,9/23/2024,3,Reduce up data then which area unit animal remember shoulder pressure.,552526,31,2.77,9,1
248,170,3/11/2025,2,Free common strong read hard half break always past ten.,1428255,37,2.6,2,1
249,51,11/12/2024,3,Ground cause kid television recognize charge billion crime call raise site group call.,530624,19,4,4,0
250,56,8/4/2025,3,Detail early foot which return then source could stay might way coach item he.,1601452,28,2.98,7,1
251,108,12/18/2024,1,Mouth institution cold live money forward sell see quality room box large business may available participant top represent charge cut.,824545,45,3.79,18,0
252,44,1/23/2025,5,Professor recognize place throughout site line think character model cold four American partner north station perhaps agree relate.,1391002,41,3.58,4,0
253,155,9/5/2024,4,Care back certain learn participant.,1661627,32,3.55,17,0
254,77,12/14/2024,2,Mr because pattern local list guess send old.,1034217,12,4.64,9,0
255,116,12/10/2024,2,Exactly statement animal open course say.,1956405,38,3.8,16,0
256,149,7/28/2025,4,Follow fact very yourself view remember.,775196,29,4.58,15,0
257,100,2/15/2025,1,Notice mind attack two office power despite able high day decade price great.,1908652,4,2.82,15,0
258,134,7/23/2025,1,Step speak blue all democratic respond base sign my range right wind size identify life system scientist cup person hair more into security election affect ability.,328853,16,4.84,8,0
259,118,3/27/2025,4,Already sport low point hot table hospital do recognize push watch.,314194,37,3.98,12,0
260,93,3/28/2025,1,Opportunity tax American phone cut despite manage return hundred how car appear apply city.,1075913,21,2.87,6,0
261,24,8/1/2025,3,Call sister either big special really none can piece blood white real several why build respond health environmental media avoid machine understand tell assume.,1260017,8,2.67,17,0
262,86,6/16/2025,1,Road ask voice front be out sport idea take finish site card himself ready option.,1155015,18,3.34,16,0
263,198,1/9/2025,5,Court let effort away break simply late writer million stand start short agent computer fund north each line protect him.,1113960,1,3.11,15,0
264,172,9/19/2024,5,You fire off material girl fund college green method visit.,719139,16,2.52,6,0
265,184,9/22/2024,1,Trial political choose data half event together society get approach big class all family fall staff decade apply most.,277122,24,2.65,12,0
